prompt_index,prompt,model_name,difficulty,category,tech_stack,module_tags
1,在app/services/registration_service.py中实现报名审批流：当前create方法直接创建记录，没有审批环节。请改为：学生报名后状态为pending，教师/管理员可通过approve_registration改为approved或reject_registration改为rejected。审批时需校验：线路状态必须为published、线路人数未满（已approved人数<max_students）、同一学生不可重复报名同一线路（pending或approved状态）,gpt-5.4,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
1,在app/services/registration_service.py中实现报名审批流：当前create方法直接创建记录，没有审批环节。请改为：学生报名后状态为pending，教师/管理员可通过approve_registration改为approved或reject_registration改为rejected。审批时需校验：线路状态必须为published、线路人数未满（已approved人数<max_students）、同一学生不可重复报名同一线路（pending或approved状态）,gemini-3.1-p,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
1,在app/services/registration_service.py中实现报名审批流：当前create方法直接创建记录，没有审批环节。请改为：学生报名后状态为pending，教师/管理员可通过approve_registration改为approved或reject_registration改为rejected。审批时需校验：线路状态必须为published、线路人数未满（已approved人数<max_students）、同一学生不可重复报名同一线路（pending或approved状态）,DeepSeek-V4-Pro,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
1,在app/services/registration_service.py中实现报名审批流：当前create方法直接创建记录，没有审批环节。请改为：学生报名后状态为pending，教师/管理员可通过approve_registration改为approved或reject_registration改为rejected。审批时需校验：线路状态必须为published、线路人数未满（已approved人数<max_students）、同一学生不可重复报名同一线路（pending或approved状态）,Doubao-Seed-2.0-Code,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
1,在app/services/registration_service.py中实现报名审批流：当前create方法直接创建记录，没有审批环节。请改为：学生报名后状态为pending，教师/管理员可通过approve_registration改为approved或reject_registration改为rejected。审批时需校验：线路状态必须为published、线路人数未满（已approved人数<max_students）、同一学生不可重复报名同一线路（pending或approved状态）,GLM-5.1,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
2,app/services/mentor_service.py的evaluate方法存在Bug：加权平均评分算法(原评分*评价次数+新分数)/(评价次数+1)在首次评价时（原评分为0.0、评价次数为0）计算正确，但当mentor被删除后重新创建时，rating和total_evaluations不会重置，导致历史评分残留。请修复：创建mentor时显式设置rating=0.0和total_evaluations=0，evaluate方法增加对total_evaluations=0的边界处理,gpt-5.4,困难,Bug 修复 / 调试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
2,app/services/mentor_service.py的evaluate方法存在Bug：加权平均评分算法(原评分*评价次数+新分数)/(评价次数+1)在首次评价时（原评分为0.0、评价次数为0）计算正确，但当mentor被删除后重新创建时，rating和total_evaluations不会重置，导致历史评分残留。请修复：创建mentor时显式设置rating=0.0和total_evaluations=0，evaluate方法增加对total_evaluations=0的边界处理,gemini-3.1-p,困难,Bug 修复 / 调试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
2,app/services/mentor_service.py的evaluate方法存在Bug：加权平均评分算法(原评分*评价次数+新分数)/(评价次数+1)在首次评价时（原评分为0.0、评价次数为0）计算正确，但当mentor被删除后重新创建时，rating和total_evaluations不会重置，导致历史评分残留。请修复：创建mentor时显式设置rating=0.0和total_evaluations=0，evaluate方法增加对total_evaluations=0的边界处理,DeepSeek-V4-Pro,困难,Bug 修复 / 调试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
2,app/services/mentor_service.py的evaluate方法存在Bug：加权平均评分算法(原评分*评价次数+新分数)/(评价次数+1)在首次评价时（原评分为0.0、评价次数为0）计算正确，但当mentor被删除后重新创建时，rating和total_evaluations不会重置，导致历史评分残留。请修复：创建mentor时显式设置rating=0.0和total_evaluations=0，evaluate方法增加对total_evaluations=0的边界处理,Doubao-Seed-2.0-Code,困难,Bug 修复 / 调试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
2,app/services/mentor_service.py的evaluate方法存在Bug：加权平均评分算法(原评分*评价次数+新分数)/(评价次数+1)在首次评价时（原评分为0.0、评价次数为0）计算正确，但当mentor被删除后重新创建时，rating和total_evaluations不会重置，导致历史评分残留。请修复：创建mentor时显式设置rating=0.0和total_evaluations=0，evaluate方法增加对total_evaluations=0的边界处理,Qwen3.6-Plus,困难,Bug 修复 / 调试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
3,重构app/services/insurance_service.py的保险管理：当前保险记录与报名是一对一关系，但没有校验保险日期必须覆盖研学线路的整个日期范围（start_date到end_date）。请添加校验：insurance.start_date<=route.start_date且insurance.end_date>=route.end_date，不满足时拒绝创建并提示。同时新增get_uninsured_registrations方法，找出已approved但未购买保险的报名记录,gpt-5.4,困难,代码重构,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
3,重构app/services/insurance_service.py的保险管理：当前保险记录与报名是一对一关系，但没有校验保险日期必须覆盖研学线路的整个日期范围（start_date到end_date）。请添加校验：insurance.start_date<=route.start_date且insurance.end_date>=route.end_date，不满足时拒绝创建并提示。同时新增get_uninsured_registrations方法，找出已approved但未购买保险的报名记录,gemini-3.1-p,困难,代码重构,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
3,重构app/services/insurance_service.py的保险管理：当前保险记录与报名是一对一关系，但没有校验保险日期必须覆盖研学线路的整个日期范围（start_date到end_date）。请添加校验：insurance.start_date<=route.start_date且insurance.end_date>=route.end_date，不满足时拒绝创建并提示。同时新增get_uninsured_registrations方法，找出已approved但未购买保险的报名记录,DeepSeek-V4-Pro,困难,代码重构,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
3,重构app/services/insurance_service.py的保险管理：当前保险记录与报名是一对一关系，但没有校验保险日期必须覆盖研学线路的整个日期范围（start_date到end_date）。请添加校验：insurance.start_date<=route.start_date且insurance.end_date>=route.end_date，不满足时拒绝创建并提示。同时新增get_uninsured_registrations方法，找出已approved但未购买保险的报名记录,Doubao-Seed-2.0-Code,困难,代码重构,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
3,重构app/services/insurance_service.py的保险管理：当前保险记录与报名是一对一关系，但没有校验保险日期必须覆盖研学线路的整个日期范围（start_date到end_date）。请添加校验：insurance.start_date<=route.start_date且insurance.end_date>=route.end_date，不满足时拒绝创建并提示。同时新增get_uninsured_registrations方法，找出已approved但未购买保险的报名记录,GLM-5.1,困难,代码重构,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
4,在成果归档模块中实现成果评分统计功能：新增get_achievement_statistics(route_id)方法，按线路维度统计成果的平均分、最高分、最低分、评分分布（0-60/60-80/80-100各多少人）。需要修改AchievementService新增统计方法，在achievements/list.html中添加按线路筛选的统计卡片，使用CSS绘制简单的评分分布柱状图,gpt-5.4,困难,功能迭代,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
4,在成果归档模块中实现成果评分统计功能：新增get_achievement_statistics(route_id)方法，按线路维度统计成果的平均分、最高分、最低分、评分分布（0-60/60-80/80-100各多少人）。需要修改AchievementService新增统计方法，在achievements/list.html中添加按线路筛选的统计卡片，使用CSS绘制简单的评分分布柱状图,gemini-3.1-p,困难,功能迭代,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
4,在成果归档模块中实现成果评分统计功能：新增get_achievement_statistics(route_id)方法，按线路维度统计成果的平均分、最高分、最低分、评分分布（0-60/60-80/80-100各多少人）。需要修改AchievementService新增统计方法，在achievements/list.html中添加按线路筛选的统计卡片，使用CSS绘制简单的评分分布柱状图,DeepSeek-V4-Pro,困难,功能迭代,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
4,在成果归档模块中实现成果评分统计功能：新增get_achievement_statistics(route_id)方法，按线路维度统计成果的平均分、最高分、最低分、评分分布（0-60/60-80/80-100各多少人）。需要修改AchievementService新增统计方法，在achievements/list.html中添加按线路筛选的统计卡片，使用CSS绘制简单的评分分布柱状图,Doubao-Seed-2.0-Code,困难,功能迭代,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
4,在成果归档模块中实现成果评分统计功能：新增get_achievement_statistics(route_id)方法，按线路维度统计成果的平均分、最高分、最低分、评分分布（0-60/60-80/80-100各多少人）。需要修改AchievementService新增统计方法，在achievements/list.html中添加按线路筛选的统计卡片，使用CSS绘制简单的评分分布柱状图,Qwen3.6-Plus,困难,功能迭代,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
5,为app/services/registration_service.py编写单元测试：覆盖报名创建（重复报名拒绝、线路未发布拒绝、人数已满拒绝）、审批（pending→approved、pending→rejected、非pending状态不可审批）、取消（approved→cancelled）三个核心流程。使用Flask test client和内存SQLite，模拟max_students=2的线路测试并发报名,gpt-5.4,困难,测试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
5,为app/services/registration_service.py编写单元测试：覆盖报名创建（重复报名拒绝、线路未发布拒绝、人数已满拒绝）、审批（pending→approved、pending→rejected、非pending状态不可审批）、取消（approved→cancelled）三个核心流程。使用Flask test client和内存SQLite，模拟max_students=2的线路测试并发报名,gemini-3.1-p,困难,测试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
5,为app/services/registration_service.py编写单元测试：覆盖报名创建（重复报名拒绝、线路未发布拒绝、人数已满拒绝）、审批（pending→approved、pending→rejected、非pending状态不可审批）、取消（approved→cancelled）三个核心流程。使用Flask test client和内存SQLite，模拟max_students=2的线路测试并发报名,DeepSeek-V4-Pro,困难,测试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
5,为app/services/registration_service.py编写单元测试：覆盖报名创建（重复报名拒绝、线路未发布拒绝、人数已满拒绝）、审批（pending→approved、pending→rejected、非pending状态不可审批）、取消（approved→cancelled）三个核心流程。使用Flask test client和内存SQLite，模拟max_students=2的线路测试并发报名,Doubao-Seed-2.0-Code,困难,测试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
5,为app/services/registration_service.py编写单元测试：覆盖报名创建（重复报名拒绝、线路未发布拒绝、人数已满拒绝）、审批（pending→approved、pending→rejected、非pending状态不可审批）、取消（approved→cancelled）三个核心流程。使用Flask test client和内存SQLite，模拟max_students=2的线路测试并发报名,GLM-5.1,困难,测试,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
6,当前项目使用Flask-Login管理认证，但密码哈希使用werkzeug的generate_password_hash，算法为pbkdf2。请升级为Argon2算法（使用flask-argon2或passlib），添加密码强度校验（最少8位，包含大小写字母和数字），并在用户修改密码时强制重新哈希。同时添加登录失败次数限制：连续5次失败后锁定账户30分钟,gpt-5.4,困难,DevOps / 工程化,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
6,当前项目使用Flask-Login管理认证，但密码哈希使用werkzeug的generate_password_hash，算法为pbkdf2。请升级为Argon2算法（使用flask-argon2或passlib），添加密码强度校验（最少8位，包含大小写字母和数字），并在用户修改密码时强制重新哈希。同时添加登录失败次数限制：连续5次失败后锁定账户30分钟,gemini-3.1-p,困难,DevOps / 工程化,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
6,当前项目使用Flask-Login管理认证，但密码哈希使用werkzeug的generate_password_hash，算法为pbkdf2。请升级为Argon2算法（使用flask-argon2或passlib），添加密码强度校验（最少8位，包含大小写字母和数字），并在用户修改密码时强制重新哈希。同时添加登录失败次数限制：连续5次失败后锁定账户30分钟,DeepSeek-V4-Pro,困难,DevOps / 工程化,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
6,当前项目使用Flask-Login管理认证，但密码哈希使用werkzeug的generate_password_hash，算法为pbkdf2。请升级为Argon2算法（使用flask-argon2或passlib），添加密码强度校验（最少8位，包含大小写字母和数字），并在用户修改密码时强制重新哈希。同时添加登录失败次数限制：连续5次失败后锁定账户30分钟,Doubao-Seed-2.0-Code,困难,DevOps / 工程化,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
6,当前项目使用Flask-Login管理认证，但密码哈希使用werkzeug的generate_password_hash，算法为pbkdf2。请升级为Argon2算法（使用flask-argon2或passlib），添加密码强度校验（最少8位，包含大小写字母和数字），并在用户修改密码时强制重新哈希。同时添加登录失败次数限制：连续5次失败后锁定账户30分钟,Qwen3.6-Plus,困难,DevOps / 工程化,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
7,"在app/services/accommodation_service.py中新增食宿成本核算功能：按线路维度汇总所有住宿记录的cost_per_person，计算总住宿费用和人均费用。如果线路包含meals_included的住宿，需额外统计餐饮费用（按每人每天80元估算）。需要在DashboardController中调用该方法，在dashboard/overview.html中新增""食宿成本概览""卡片",gpt-5.4,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
7,"在app/services/accommodation_service.py中新增食宿成本核算功能：按线路维度汇总所有住宿记录的cost_per_person，计算总住宿费用和人均费用。如果线路包含meals_included的住宿，需额外统计餐饮费用（按每人每天80元估算）。需要在DashboardController中调用该方法，在dashboard/overview.html中新增""食宿成本概览""卡片",gemini-3.1-p,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
7,"在app/services/accommodation_service.py中新增食宿成本核算功能：按线路维度汇总所有住宿记录的cost_per_person，计算总住宿费用和人均费用。如果线路包含meals_included的住宿，需额外统计餐饮费用（按每人每天80元估算）。需要在DashboardController中调用该方法，在dashboard/overview.html中新增""食宿成本概览""卡片",DeepSeek-V4-Pro,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
7,"在app/services/accommodation_service.py中新增食宿成本核算功能：按线路维度汇总所有住宿记录的cost_per_person，计算总住宿费用和人均费用。如果线路包含meals_included的住宿，需额外统计餐饮费用（按每人每天80元估算）。需要在DashboardController中调用该方法，在dashboard/overview.html中新增""食宿成本概览""卡片",Doubao-Seed-2.0-Code,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
7,"在app/services/accommodation_service.py中新增食宿成本核算功能：按线路维度汇总所有住宿记录的cost_per_person，计算总住宿费用和人均费用。如果线路包含meals_included的住宿，需额外统计餐饮费用（按每人每天80元估算）。需要在DashboardController中调用该方法，在dashboard/overview.html中新增""食宿成本概览""卡片",GLM-5.1,困难,代码生成,"Python,Flask,SQLAlchemy,SQLite","研学线路,学生报名,出行保险,食宿安排,成果归档,导师考核"
